Wheat Insecticide Rate stats,0.47,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,0.1,,,,,,,,,,,,,,,,
Mean,0.47,,,,,,,,,,,,,,,,
95% confidence region,0.1,,,,,,,,,,,,,,,,
Wheat Insecticides rate 1,0.64,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
Wheat Insecticides rate 2,0.48,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Wheat Insecticides rate 3,0.41,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Wheat Insecticides rate 4,0.33,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn insecticide rate stats,0.9,,,,,,,,,,,,,,,,
No. estimates in the population,8,,,,,,,,,,,,,,,,
Standard Deviation,0.9,,,,,,,,,,,,,,,,
Mean,0.94,,,,,,,,,,,,,,,,
95% confidence region,0.6,,,,,,,,,,,,,,,,
Corn Insecticides rate 1,1.1,kg/ha/yr,Chancellor  W.J.1978.  The role of fuel and electrical energy in increasing production from traditionally based agriculture. Trans. ASAE 21 1060-7.,,,,,,,,,,,,,,
Corn Insecticides rate 2,0.2,kg/ha/yr,Wang M. GREET 1.6—transportation fuel-cycle model. Illinois  USA: Argonne National Laboratory; 2000.,,,,,,,,,,,,,,
Corn Insecticides rate 3,0.2,kg/ha/yr,Graboski  M. 2002.Fossil energy use in the manufacture of corn ethanol. National Corn Growers Association Washington  DC  2002. Also available at www.ncga.com/ethanol/main.,,,,,,,,,,,,,,
Corn Insecticides rate 4,1.0,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Corn Insecticides rate 5,1.1,kg/ha/yr,Patzek  P.  2004 Thermodynamics of the corn-ethanol biofuel cycle:Critical Reviews in Plant Sciences  in press.,,,,,,,,,,,,,,
Corn Insecticides rate 6,0.2,kg/ha/yr,Shapouri H.  J. A. Duffield  A. Mcaloon. 2004. The 2001 Net Energy Balance of Corn-Ethanol. paper presented at the Corn Utilization and Technology Conference  Indianapolis  June 7-9 .,,,,,,,,,,,,,,
Corn Insecticides rate 7,2.8,kg/ha/yr,Pimentel D. and T. W. Patzek.2005.Ethanol Production Using Corn  Switchgrass  and Wood;Biodiesel Production Using Soybean and Sunflower.Natural Resources Research  Vol. 14  No. 1.,,,,,,,,,,,,,,
Corn Insecticides rate 8,1.0,kg/ha/yr,de Oliveira  M. E. D.  B. E. Vaughan  and E. J. Rykiel Jr.2005.Ethanol as Fuel: Energy Carbon Dioxide Balances and Ecological Footprint. BioScience 55 593.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Soybeans Insecticides Rate,2.8,,,,,,,,,,,,,,,,
No. estimates in the population,2,,,,,,,,,,,,,,,,
Standard Deviation,3.0,,,,,,,,,,,,,,,,
Mean,2.78,,,,,,,,,,,,,,,,
95% confidence region,4.2,,,,,,,,,,,,,,,,
Soybean Insecticides rate 1,4.92,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
Soybean Insecticides rate 2,0.64,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sugar beet insecticide rate,0.15,kg/ha/yr,Erdal  G.  K. Esengun  H. Erdal  O. Gunduz. 2007. Energy use and economical analysis of sugar beet production in Tokat province of Turkey. Energy 32  35-41.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switchgrass insecticide,0,kg/ha/yr,Wang  M. 2001.Development and use of GREET 1.6 fuel-cycle model for transportation fuels and vehicle technologies. Tech. Rep. ANL/ESD/TM-163  Argonne National Laboratory  Argonne  IL  2001. www.transportation.anl.gov/pdfs/TA/153.pdf.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Poplar insecticide,0.03,kg/ha/yr,Wang  M.  Saricks  C.  Santini  D.  1999. Effects of Fuel Ethanol Use on Fuel-Cycle Energy and Greenhouse Gas Emissions. Center for Transportation Research Argonne National Laboratory  Argonne  IL  p. 32.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fuel consumption,,,,,,,,,,,,,,,,,
Crop fuel consumption (L/ha/yr),Tillage,,Unit,"""Standard"" Field Ops:",,,Field Ops =,,,,,,,,,,
Winter barley/wheat grain,CT,53.96,L/ha/yr,"CP, D, C, DR, H+F, Comb, Haul",,,"BM = broadcast manure, CSB = corn silage blower to silo, Chop = corn silage harvest, Comb = Combine, C = culti pac, CP = chiselplow ",,,,,,,,,,
Winter barley/wheat grain,RT,,L/ha/yr,,,,"D = disc, DR=drill, F = fertilizer, H = herbicide, Haul = haul in field + 1/2 mile on gravel road, HB = haylage blower to silo, HH = haylage harvest, ",,,,,,,,,,
Winter barley/wheat grain,NT,32.19,L/ha/yr,"H, NTD, H, F, Comb, Haul",,,"HRC = high residue cultivation, I = insecticide, M = mow, MP = moldboard plow, NTD = no-till drill, NTP = no-till planter, P=planter, R = rake, ",,,,,,,,,,
,,,,,,,"RBC = round bale corn stover, RC = roller crimper, RH = rotary harrow, SB = square bale, WRB = wet round bale + wrap",,,,,,,,,,
Canola,CT,54.0,L/ha/yr,"CP, D, C, DR, H+F, Comb, Haul ",,,,,,,,,,,,,
Canola,RT,,L/ha/yr,,,,,,,,,,,,,,
Canola,NT,19.69,L/ha/yr,"H, NTD, F, H, F, Comb, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn grain,CT,66.9,L/ha/yr,"CP, D, C, P+F, H, H, F, Comb, Haul",,,,,,,,,,,,,
Corn grain ,RT,52.83,L/ha/yr,"Field Cult, H, Plant+Fert, H, F, Comb, Haul, CP [modelled on 2yr corn-soy rotation: Davis et al. 2012 PloS One 7(10):e47149]",,,,,,,,,,,,,
Corn grain,NT,34.01,L/ha/yr,"H, NTP+F, H, F, Comb, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn silage,CT,103.64,L/ha/yr,"CP, D, C, P+F, H, H, F, Chop, CSB, Haul",,,,,,,,,,,,,
Corn silage,RT,,L/ha/yr,,,,,,,,,,,,,,
Corn silage,NT,70.95,L/ha/yr,"H, NTP+F, H, F, Chop, CSB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rye silage,CT,35.68,L/ha/yr,"CP, DR, F, HH, HB, Haul",,,,,,,,,,,,,
Rye silage,RT,,L/ha/yr,,,,,,,,,,,,,,
Rye silage,NT,29.37,L/ha/yr,"H, NTD, F, HH, HB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wheat silage,CT,49.53,L/ha/yr,"CP, D, C, DR, F, HH, HB, Haul",,,,,,,,,,,,,
Wheat silage,RT,,L/ha/yr,,,,,,,,,,,,,,
Wheat silage,NT,29.37,L/ha/yr,"H, NTD, F, HH, HB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Alfalfa (establishment),CT,86.79,L/ha/yr,"CP, D, C, DR, F, I, M, R, HH, HB, Haul, M, R, SB, Haul, F, M, R, SB, Haul",,,,,,,,,,,,,
Alfalfa (establishment),RT,,L/ha/yr,,,,,,,,,,,,,,
Alfalfa (establishment),NT,65.24,L/ha/yr,"H, NTD, F, I, M, R, HH, HB, Haul, M, R, SB, Haul, F, M, R, SB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Alfalfa (established stand),CT,96.31,L/ha/yr,"F, I, M, R, HH, HB, Haul, M, R, HH, HB, Haul, M, R, SB, Haul, M, R, SB, Haul, F, M, R, WRB, Haul",,,,,,,,,,,,,
Alfalfa (established stand),RT,,L/ha/yr,,,,,,,,,,,,,,
Alfalfa (established stand),NT,96.31,L/ha/yr,"F, I, M, R, HH, HB, Haul, M, R, HH, HB, Haul, M, R, SB, Haul, M, R, SB, Haul, F, M, R, WRB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Red Clover,CT,73.96,L/ha/yr,"CP, D, C, DR, F, M, R, WRB, Haul, M, R, WRB, Haul, M, R, WRB, Haul",,,,,,,,,,,,,
Red Clover,RT,,L/ha/yr,,,,,,,,,,,,,,
Red Clover,NT,52.40,L/ha/yr,"H, NTD, F, M, R, WRB, Haul, M, R, WRB, Haul, M, R, WRB, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Soybean,CT,53.96,L/ha/yr,"CP, D, C, DR, H+F, Comb, Haul",,,,,,,,,,,,,
Soybean,RT,35.04,L/ha/yr,"Field Cult, H, Plant+Fert, H, F, Comb, Haul [modelled on 2yr corn-soy rotation: Davis et al. 2012 PloS One 7(10):e47149]",,,,,,,,,,,,,
Soybean,NT,32.19,L/ha/yr,"H, NTD, H, F, Comb, Haul",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Canola fuel consumption rate,85.4,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,34.0,,,,,,,,,,,,,,,,
Mean,85.40,,,,,,,,,,,,,,,,
95% confidence region,38.4,,,,,,,,,,,,,,,,
Canola 1 - conventional tillage,115.2,L/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Canola 2 - conventional tillage,92.6,L/ha/yr,Halleux  H.  Lassaux  S.  Renzoni  R.  Germain  A.  2008. Comparative life cycle assessment of two biofuels ethanol from sugar beet and rapeseed methyl ester. The International Journal of Life Cycle Assessment 13  184-190.,,,,,,,,,,,,,,
"Canola 3 - no till, spring canola",48.4,L/ha/yr,Frier  M.C.  and G. W. Roth. 2009. Canola or Rapeseed Production in Pennsylvania. Department of Crop and Soil Sciences  Penn State University. Available at http://downloads.cas.psu.edu/RenewableEnergy/CanolaProduction.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sugar beet fuel consumption rate,144.1,,,,,,,,,,,,,,,,
No. estimates in the population,6,,,,,,,,,,,,,,,,
Standard Deviation,68.4,,,,,,,,,,,,,,,,
Mean,144.15,,,,,,,,,,,,,,,,
95% confidence region,54.8,,,,,,,,,,,,,,,,
Sugar beet 1,126,L/ha/yr,Leach  G.  1976. Energy and Food Production. IPC Science and Technology Press Ltd.  Guildford Surrey UK.,,,,,,,,,,,,,,
Sugar beet 2,112,L/ha/yr,Pimentel  D.  1980. Handbook of energy utilization in agriculture. [Collection of available data]. CRC Press  Inc.  Boca Raton  FL.,,,,,,,,,,,,,,
Sugar beet 3,83.25,L/ha/yr,Kaltschmitt  M.  Reinhardt  G.A.  1997. Nachwachsende Energieträger – Grundlagen  Verfaben  Ökologische Bilanzierung. (Renewable Energy Sources  Basis  Processes and Ecological Balance)  Vieweg  Braunschweig/Weisbaden  Germany,,,,,,,,,,,,,,
Sugar beet 4,235,L/ha/yr,Mrini  M.  Senhaji  F.  Pimentel  D.  2002. Energy Analysis of Sugar Beet Production Under Traditional and Intensive Farming Systems and Impacts on Sustainable Agriculture in Morocco. Journal of Sustainable Agriculture 20  5 - 28.,,,,,,,,,,,,,,
Sugar beet 5,224.6,L/ha/yr,Haciseferofullari  H.  M. Acaroglu  I. Gezer. 2003. Determination of the energy balance of the sugar beet plant. Energy sources  25: 15-22.,,,,,,,,,,,,,,
Sugar beet 6,84.03,L/ha/yr,Halleux  H.  Lassaux  S.  Renzoni  R.  Germain  A.  2008. Comparative life cycle assessment of two biofuels ethanol from sugar beet and rapeseed methyl ester. The International Journal of Life Cycle Assessment 13  184-190.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Miscanthus fuel consumption rate,99.9,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,34.8,,,,,,,,,,,,,,,,
Mean,99.92,,,,,,,,,,,,,,,,
95% confidence region,39.4,,,,,,,,,,,,,,,,
Miscanthus 1,119.7,L/ha/yr,Elsayed  M.A.  N.D. Mortimer and R. Matthews. 2003. Carbon and energy balances for a range of biofuels options: Interin report. Report no. 21  Resources Research Unit  Sheffield Hallan University  Sheffield  United Kingdon.,,,,,,,,,,,,,,
Miscanthus 2,59.77,L/ha/yr,Acaroglu  M.  Semi Aksoy  A.  2005. The cultivation and energy balance of Miscanthus_giganteus production in Turkey. Biomass and Bioenergy 29  42-48.,,,,,,,,,,,,,,
Miscanthus 3,120.3,L/ha/yr,Angelini  L.G.  Ceccarini  L.  Nassi o Di Nasso  N.  Bonari  E.  2009. Comparison of Arundo donax L. and Miscanthus x giganteus in a long-term field experiment in Central Italy: Analysis of productive characteristics and energy balance. Biomass and Bioenergy 33  635-643.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switchgrass fuel consumption rate,72.54,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,27.9,,,,,,,,,,,,,,,,
Mean,72.54,,,,,,,,,,,,,,,,
95% confidence region,31.5,,,,,,,,,,,,,,,,
Switchgrass 1,83.36,L/ha/yr,Wang  M.Q.  2001. Development and use of GREET 1.6 fuel-cycle model for transportation fuels and vehicle technologies. Argonne National Laboratory  Argonne  IL  p. 39.,,,,,,,,,,,,,,
Switchgrass 2,93.37,L/ha/yr,Pimentel  D.  Patzek  T.W.  2005. Ethanol Production Using Corn  Switchgrass  and Wood; Biodiesel Production Using Soybean and Sunflower. . Natural Resources Research 14  65-76.,,,,,,,,,,,,,,
Switchgrass 3,40.9,L/ha/yr,Rotz  C.A.  M.S. Corson  D.S. Chianese  and C.U. Coiner. 2009. Integrated Farm System Model  Reference Manual. Pasture Systems and Watershed Management Research Unit. Agricultural Research Service. Unite States Department of Agriculture. Available at: http://www.ars.usda.gov/SP2UserFiles/Place/19020000/ifsmreference.pdf. Accessed on 07 July 2009.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Poplar fuel consumption rate,63.0,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,20.2,,,,,,,,,,,,,,,,
Mean,63.03,,,,,,,,,,,,,,,,
95% confidence region,19.8,,,,,,,,,,,,,,,,
Poplar fuel 1,82.75,L/ha/yr,Mann  M.K.  Spath  P.L.  1997. Life Cycle Assessment of a Biomass Gasification Combined-Cycle System. NREL.,"Wang, M., Saricks, C., Santini, D., 1999. Effects of Fuel Ethanol Use on Fuel-Cycle Energy and Greenhouse Gas Emissions. Center for Transportation Research Argonne National Laboratory, Argonne, IL, p. 32.",,,,,,,,,,,,,
Poplar fuel 2,60.42,L/ha/yr,Wang  M.  Saricks  C.  Santini  D.  1999. Effects of Fuel Ethanol Use on Fuel-Cycle Energy and Greenhouse Gas Emissions. Center for Transportation Research Argonne National Laboratory  Argonne  IL  p. 32.,"Mann, M.K., Spath, P.L., 1997. Life Cycle Assessment of a Biomass Gasification Combined-Cycle System. NREL.",,,,,,,,,,,,,
Poplar fuel 3,36.08,L/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,"Adler, P.R., Del Grosso, S.J., Parton, W.J., 2007. Life-Cycle Assessment of Net Greenhouse-Gas Flux for Bioenergy Cropping Systems. Ecological Applications 17, 675-691.",,,,,,,,,,,,,
Poplar fuel 4,72.88,L/ha/yr,Adler  P.R.  Del Grosso  S.J.  Parton  W.J.  2007. Life-Cycle Assessment of Net Greenhouse-Gas Flux for Bioenergy Cropping Systems. Ecological Applications 17  675-691.,"Heller, M.C., Keoleian, G.A., Volk, T.A., 2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25, 147-165.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Willow fuel consumption rate,44.0,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,33.9,,,,,,,,,,,,,,,,
Mean,43.97,,,,,,,,,,,,,,,,
95% confidence region,38.4,,,,,,,,,,,,,,,,
Willow fuel 2,19,L/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Willow fuel 3,82.6,L/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
Willow fuel 1,30.3,L/ha/yr,Thyo K.A.  and H. Wenzel. 2007. Life cycle assessment of biogass from maize silage and manure. http://www.biogasmax.eu/media/life_cycle_assess__074696200_1349_02092008.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fuel consumption per operation,,,,,,,,,,,,,,,,,
Primary Tillage,,,,,,,,,,,,,,,,,
Moldboard plow,21.12,,,,,,,,,,,,,,,,
No. estimates in the population,16.00,,,,,,,,,,,,,,,,
Standard Deviation,5.04,,,,,,,,,,,,,,,,
Mean,21.12,,,,,,,,,,,,,,,,
95% confidence region,2.47,,,,,,,,,,,,,,,,
Moldboard plow 1,17.50,L/ha,Shelton  D.P.  K. Von Burgen  A.S. Al-Jiburi.1980. Nebraska on-farm fuel use survey. Trans ASAE 23:1089-92.,,,,,,,,,,,,,,
Moldboard plow 2,26.50,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Moldboard plow 3,18.90,L/ha,Schrock  M.D.  J.K. Kramer  S.J. Clark. 1985. Fuel requirements for field operations in Kansas. Trans ASAE 28:669-874.,,,,,,,,,,,,,,
Moldboard plow 4,20.10,L/ha,Bowers  C.G. 1989. Tillage draft and energy measurements for twelve southeastern soil series. Trans ASAE 32 1492-502.,,,,,,,,,,,,,,
Moldboard plow 5,16.92,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Moldboard plow 7,15.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Moldboard plow 8,12.40,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
Moldboard plow 9,21.80,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Moldboard plow 10,20.05,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
Moldboard plow 12,26.86,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Moldboard plow 13,32.90,L/ha,Griffith D.R.  J.V. Mannering and C.B. Richey. 1977. Energy requirements and areas of adaptation for eight tillage-planting systems for corn. In: Lockeretz W. Agriculture and Energy. Academic Press. pp.261 - 76,,,,,,,,,,,,,,
Moldboard plow 14,17.22,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
Moldboard plow 15,24.00,L/ha,Nix  J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
Moldboard plow 16,25.00,L/ha,Plouffe  C.  N.B. McLaughlin  S. Tessier  and C. Lague. 1995. Energy requirements and depth stability of two different moldboard plow bottoms in a heavy clay soil. Can. Agric. Eng. 37:279-285.,,,,,,,,,,,,,,
Moldboard plow 17,20.32,L/ha,Collins  N.E.  T.H. Williams and L.J. Kemble. 1980. Measured machine energy requirements for grain production systems. In: Agricultural Energy vol. 2. ASABE St Joseph  MI.,,,,,,,,,,,,,,
Moldboard plow 18,21.60,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Chisel plow,14.18,,,,,,,,,,,,,,,,
No. estimates in the population,12.00,,,,,,,,,,,,,,,,
Standard Deviation,6.59,,,,,,,,,,,,,,,,
Mean,14.18,,,,,,,,,,,,,,,,
95% confidence region,3.73,,,,,,,,,,,,,,,,
Chisel plow 1,9.30,L/ha,Shelton  D.P.  K. Von Burgen  A.S. Al-Jiburi.1980. Nebraska on-farm fuel use survey. Trans ASAE 23:1089-92.,,,,,,,,,,,,,,
Chisel plow 2,13.60,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Chisel plow 3,10.20,L/ha,Schrock  M.D.  J.K. Kramer  S.J. Clark. 1985. Fuel requirements for field operations in Kansas. Trans ASAE 28:669-874.,,,,,,,,,,,,,,
Chisel plow 4,12.70,L/ha,Bowers  C.G. 1989. Tillage draft and energy measurements for twelve southeastern soil series. Trans ASAE 32 1492-502.,,,,,,,,,,,,,,
Chisel plow 5,12.70,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Chisel plow 6,31.30,L/ha,Koller K. 1996. Production de cereals sous labor. Rev Suisse Agric 28:30,,,,,,,,,,,,,,
Chisel plow 7,10.30,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Chisel plow 8,9.20,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
Chisel plow 9,13.10,L/ha,Collins  N.E.  T.H. Williams and L.J. Kemble. 1980. Measured machine energy requirements for grain production systems. In: Agricultural Energy vol. 2. ASABE St Joseph  MI.,,,,,,,,,,,,,,
Chisel plow 10,23.40,L/ha,Griffith D.R.  J.V. Mannering and C.B. Richey. 1977. Energy requirements and areas of adaptation for eight tillage-planting systems for corn. In: Lockeretz W. Agriculture and Energy. Academic Press. pp.261 - 76,,,,,,,,,,,,,,
Chisel plow 11,10.48,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
Chisel plow 12,13.90,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Offset disk,7.93,,,,,,,,,,,,,,,,
No. estimates in the population,12.00,,,,,,,,,,,,,,,,
Standard Deviation,1.88,,,,,,,,,,,,,,,,
Mean,7.93,,,,,,,,,,,,,,,,
95% confidence region,1.07,,,,,,,,,,,,,,,,
Offset disk 1,7.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Offset disk 2,10.40,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Offset disk 3,8.90,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Offset disk 4,9.45,L/ha,Bowers  C.G. 1989. Tillage draft and energy measurements for twelve southeastern soil series. Trans ASAE 32 1492-502.,,,,,,,,,,,,,,
Offset disk 5,6.50,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
Offset disk 6,6.70,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Offset disk 7,5.48,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
Offset disk 8,7.22,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Offset disk 9,7.55,L/ha,Collins  N.E.  T.H. Williams and L.J. Kemble. 1980. Measured machine energy requirements for grain production systems. In: Agricultural Energy vol. 2. ASABE St Joseph  MI.,,,,,,,,,,,,,,
Offset disk 10,5.90,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
Offset disk 11,11.80,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
Offset disk 12,7.30,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sub-soiling 1,14.40,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Sub-soiling 2,15.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Sub-soiling 3,15.90,L/ha,Shinners K. Source for experimental machines: Dr Biological Systems Engineering Department  University of Wisconsin-Madison,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sweep plow,5.60,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Rotary till,16.7 - 38.4,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
